id,os,os_physical,os_count,group,group_physical,group_count,desc,date,class,un,un_physical,un_count,field_number,field_location,field_location_physical,field_location_count,depth,suit,shipment,company,company_physical,company_count,resource,resource_physical,resource_count,vessel,vessel_physical,vessel_count,relatbar,n1710,files_count,files_size,files_missing_count,files_missing_size,files_oldest,files_newest,inventory_first,inventory_newest,files_missing_lastseen,bucket,bucket_physical,bucket_count,base,folder,path
86372,6000693732,15963,2,ESC,33,3944,Inspecao PIDR-4 (ESC) PO_7-MLS-217HPA-RJS/P-51 (S-08) boreste / P-51,2023-09-14,Inspeção PIDR-4 (ESC),UN-BC - SEDE  Bacia,56,20428,684,P-51,221,738,1205,2.3 inspecao de dutos,P-51 / 2024,ply,52,1778,FRENTE-ESCALADA,39,3859,Fesc,88,3859,,,1,1809510.0,0,0.0,2024-04-25,2024-04-25,2024-04-28,2024-04-28,,manutencao-inspecao-submarina,26,29290,frente-escalada-fesc,RL_PARCIAL_6000693732_INSPEÇÃO PIDR-4 (ESC) PO_7-MLS-217HPA-RJSP-51 (S-08) Boreste  P-51,manutencao-inspecao-submarina/frente-escalada-fesc/empresa-ply/2024/MEDICAO-04/RL_PARCIAL_6000693732_INSPEÇÃO PIDR-4 (ESC) PO_7-MLS-217HPA-RJSP-51 (S-08) Boreste  P-51/
94737,6000737204,16134,1,GDS,24,2684,Track survey UEH rota de lancamento UEH 7-JUB-64D-ESS FPSO maria quiteria,2024-09-20,Track survey,UN-ES - SEDE  Espíri,57,10101,65,7-JUB-64D-ESS,1085,33,1340,Ueh 7-JUB-64D-ESS,7-JUB-64D-ESS / maria quiteria,,,0,RSV,27,25342,Skandi Olympia,82,1096,SOLjub24-190,,265,35222608139.0,2,2250907520.0,2024-11-24,2024-12-12,2024-11-25,2024-12-13,2024-12-12,geodesia-oceanografia,34,3003,recursos-embarcacoes,190_SOLjub24-190_6000737204,geodesia-oceanografia/recursos-embarcacoes/embarcacao-rsv-skandi-olympia/2024/190_SOLjub24-190_6000737204/
104525,6000772214,8677,1,ITS,18,1546,Substituicao de estojos PO (0430641(C) X TR503093B) 7-MRL-81D-RJS P-35,2025-06-20,Substituição de estojos,UN-BC - SEDE  Bacia,56,20428,682,7-MRL-81D-RJS,638,49,757,7-MRL-81D-RJS,P-35 flows,joint-venture-technip-fmc-dof,41,1672,PLSV,35,3305,Skandi Niteroi,133,272,SNMRL25-062,,304,449477686204.0,0,0.0,2025-07-01,2025-07-10,2025-07-02,2025-07-11,,interligacao-submarina,30,3909,recursos-embarcacoes,OS006000772214-SNMRL25-062,interligacao-submarina/recursos-embarcacoes/empresa-joint-venture-technip-fmc-dof/plsv-skandi-niteroi/2025/QUINZENA12-19-06-AO-24-06/OS006000772214-SNMRL25-062/
106989,6000770806,6722,1,DOF,5,4684,Inspecao programada - plet PLET-MER-3.B.PROD / FPSO marechal duque de caxias,2025-06-06,Inspeção programada - plet,2908,60,1305,2001,FPSO MARECHAL DUQUE DE CAXIAS,273,147,2070,Icpi equipamentos,FPMDC/2025 opex,DOF,5,8910,SINS,28,1720,Sins Geoholm,142,707,GHMMRO25-337,,856,33960898441.0,0,0.0,2025-08-26,2025-08-26,2025-08-27,2025-08-27,,manutencao-inspecao-submarina,26,29290,recursos-embarcacoes,04-OS006000770806-GHMMRO25-337,manutencao-inspecao-submarina/recursos-embarcacoes/empresa-dof/rsv-sins-geoholm/2025/QUINZENA36-20-08-AO-02-09/04-OS006000770806-GHMMRO25-337/
91472,6000731475,18613,1,OCN,13,1337,Insp final casco - GVI - caixa MAR caixa de MAR (M-42) popa - BE / P-48,2024-08-09,Insp final casco - GVI - caixa MAR,UN-BC - SEDE  Bacia,56,20428,247,P-48,325,825,1040,Inspecao de classe - ciclo de renovacao,P-48 / 2024,Oceânica,2,5281,SINS,28,1720,Oceanica Sub Vi,73,774,BVICRT24-015,,10,1282703788.0,7,1827028190.0,2024-09-08,2024-10-07,2024-09-15,2024-10-08,2024-10-07,manutencao-inspecao-submarina,26,29290,recursos-embarcacoes,OS6000731475-SUBVICRT24-015,manutencao-inspecao-submarina/recursos-embarcacoes/empresa-oceanica/sins-oceanica-sub-vi/2024/QUINZENA04-28-08-AO-10-09/OS6000731475-SUBVICRT24-015/
78365,6000658147,24366,11,CRD,12,2914,Pre PULL-IN de duto flexivel diverless GL (SLOT-51) 7-LL-113D-RJS P-67,2022-11-01,Pré PULL-IN de duto flexível,UN-BS -  EDISA II Sa,58,9299,120,7-LL-113D-RJS,599,16,2115,7-LL-113D-RJS,7-LL-113D-RJS,C-Innovation,0,8714,RSV,27,25342,Bram Spirit,123,644,BSLL23-154,,318,102471619684.0,0,0.0,2023-12-02,2023-12-19,2023-12-03,2023-12-24,,manutencao-inspecao-submarina,26,29290,recursos-embarcacoes,OS006000658147-BSLL23-154,manutencao-inspecao-submarina/recursos-embarcacoes/empresa-c-innovation/rsv-bram-spirit/2023/QUINZENA24-22-11-AO-06-12/OS006000658147-BSLL23-154/
63361,6000653660,31925,4,OCP,29,1107,Manuseio de valvula (MDV) - multiplas valvulas MDV das valvulas do mobo AS-MB-16 7-JUB-33H-ESS P-57,2022-10-05,Manuseio de válvula (MDV) - múltiplas válvulas,UN-ES - SEDE  Espíri,57,10101,65,7-JUB-33H-ESS,1547,9,1334,Op. equip. / ATP-JUB UN-ES 2022 (PROB),Manutencoes e operacoes probabilisticas em equipamentos UN-ES 2022,Fugro,25,2680,RSV,27,25342,Up Pearl,168,355,UPPJUB23-012,,0,0.0,84,37713284177.0,2023-03-10,2023-03-10,2023-03-12,2023-03-12,2023-03-12,iesub-rsv,31,4310,recursos-embarcacoes,OS006000653660-UPPJUB23-012,iesub-rsv/recursos-embarcacoes/empresa-fugro/rsv-up-pearl/MANUSEIO DE VALVULA/OS006000653660-UPPJUB23-012/
104172,6000736868,8962,1,DOF,5,4684,Inspecao programada PIDF-3 PO_CRT-021HP/P-48 bombordo / P-48,2024-09-19,Inspeção programada PIDF-3,UN-BC - SEDE  Bacia,56,20428,247,P-48,325,825,1040,2.3 inspecao de dutos,P-48,DOF,5,8910,RSV,27,25342,Stril Explorer,131,1503,STRCRT25-355,,1469,22290017153.0,0,0.0,2025-06-24,2025-08-05,2025-06-25,2025-08-06,,manutencao-inspecao-submarina,26,29290,recursos-embarcacoes,29-OS006000736868-STRCRT25-355,manutencao-inspecao-submarina/recursos-embarcacoes/empresa-dof/rsv-stril-explorer/2025/QUINZENA37-10-06-AO-23-06/29-OS006000736868-STRCRT25-355/
104821,6000756561,8451,1,OCN,13,1337,Inspecao interm casco - acfm - fairlead fairlead 12 / P-20,2025-02-12,Inspeção interm casco - acfm - fairlead,UN-BC - SEDE  Bacia,56,20428,682,P-20,284,327,620,Ciclo INTERMEDIARIO/2025,P-20,Oceânica,2,5281,SDSV,20,4015,Oceanica Thorii,125,630,,,9,9909180924.0,0,0.0,2025-07-08,2025-09-09,2025-07-09,2025-09-10,,manutencao-inspecao-submarina,26,29290,recursos-embarcacoes,OS6000756561-THOR2MRL25-063,manutencao-inspecao-submarina/recursos-embarcacoes/empresa-oceanica/sdsv-oceanica-thorii/2025/QUINZENA13-27-06-AO-10-07/OS6000756561-THOR2MRL25-063/
68671,6000687147,30136,1,ANC,4,4367,Substituicao de sistemas de ancoragem - total linha #04 (AHTS-ROV TOPO) / P-31,2023-07-10,Substituição de sistemas de ancoragem - total,UN-ES - SEDE  Espíri,57,10101,17,P-31,236,624,320,Man. corretiva ANC P-31 (2023),Manutencao corretiva ANC P-31,DOF,5,8910,AHTS,9,3727,Skandi Iguacu,113,371,SIab23-069,,279,6286029032.0,0,0.0,2023-08-05,2023-08-05,2023-08-06,2023-08-06,,sistemas-ancoragem,16,4859,recursos-embarcacoes,OS 006000687147,sistemas-ancoragem/recursos-embarcacoes/empresa-dof/embarcacao-ahts-skandi-iguacu/2023/P-31/SUBSTITUIÇÃO DE SISTEMAS DE ANCORAGEM - TOTAL Linha #04 (AHTS-ROV TOPO)  P-31/OS 006000687147/
86314,6000584931,9967,5,MER,10,7445,Inspecao de jaqueta com ROV insp VIS C/ limpeza dos itens criticos / PNA-2,2020-11-16,Inspeção de jaqueta com ROV,UN-BC - SEDE  Bacia,56,20428,734,PNA-2,338,227,170,PNA-2,Inspecoes (ICPI) UO-BC 2020,Oceânica,2,5281,RSV,27,25342,Parcel das Paredes,153,260,PPna24-022,,116,98722998019.0,0,0.0,2024-04-26,2024-05-16,2024-04-28,2024-05-19,,manutencao-inspecao-submarina,26,29290,recursos-embarcacoes,OS006000584931-PPna24-022-(PARCIAL),manutencao-inspecao-submarina/recursos-embarcacoes/empresa-oceanica/rsv-parcel-das-paredes/2024/QUINZENA05-15-04-AO-28-04/OS006000584931-PPna24-022-(PARCIAL)/
10396,6000605779,37713,1,SEL,36,1938,Instalacao de SASMIC instalar SASMIC no 7-MRL-104D-RJS 7-MRL-104D-RJS P-37,2021-06-16,Instalação de SASMIC,UN-BC - SEDE  Bacia,56,20428,682,7-MRL-104D-RJS,1685,14,950,SASMIC no ATP-MRL,Operacoes em equipamentos UO-BC 2021,C-Innovation,0,8714,RSV,27,25342,Joe Griffin,116,1077,JGMRL21-222,,5,3514741275.0,20,4184899291.0,2021-08-03,2024-09-20,2021-08-08,2024-09-22,2024-09-22,manutencao-inspecao-submarina,26,29290,recursos-embarcacoes,OS006000605779-JGMRL21-222,manutencao-inspecao-submarina/recursos-embarcacoes/empresa-c-innovation/rsv-joe-griffin/2021/QUINZENA15-14-07-AO-27-07/OS006000605779-JGMRL21-222/
94205,6000716763,16414,2,DOF,5,4684,Inspecao programada PIDF-SCC-1 PO_7-LL-22D-RJS/FPCPY bombordo / FPSO Paraty,2024-04-02,Inspeção programada PIDF-SCC-1,UN-BS -  EDISA II Sa,58,9299,120,FPSO PARATY,201,370,0,Icpi dutos fpcpy,FPSO Cidade de Paraty / 2024,DOF,5,8910,DSV,67,778,Skandi Achiever,154,778,SACTUP24-222,,281,65403393296.0,0,0.0,2024-11-11,2024-12-20,2024-11-12,2024-12-21,,manutencao-inspecao-submarina,26,29290,recursos-embarcacoes,11-OS006000716763-SACTUP24-222,manutencao-inspecao-submarina/recursos-embarcacoes/empresa-dof/dsv-skandi-achiever/2024/QUINZENA21-30-10-AO-12-11/11-OS006000716763-SACTUP24-222/
56730,6000647980,34586,1,DOF,5,4684,Inspecao programada PIDF-SCC-2 PO_7-LL-22D-RJS/FPCPY bombordo / FPSO Paraty,2022-08-16,Inspeção programada PIDF-SCC-2,UN-BS -  EDISA II Sa,58,9299,120,FPSO PARATY,201,370,0,Fpcpy dutos,ICPI/UN-BS 2022,C-Innovation,0,8714,RSV,27,25342,Bongo,93,638,BGLL23-024,,152,113269177277.0,0,0.0,2023-03-31,2023-04-10,2023-04-02,2023-04-16,,manutencao-inspecao-submarina,26,29290,recursos-embarcacoes,OS-006000647980-BGLL23-024,manutencao-inspecao-submarina/recursos-embarcacoes/empresa-c-innovation/rsv-bongo/2023/QUINZENA05-15-03-AO-28-03/OS-006000647980-BGLL23-024/
51372,6000643400,36195,1,ESC,33,3944,Inspecao PIDF-4 (ESC) UEH_P-52/8-RO-65D-RJS popa / P-52,2022-06-30,Inspeção PIDF-4 (ESC),UN-ES - SEDE  Espíri,57,10101,881,P-52,179,665,1770,P-52 - dutos,Icpi - D&E / UN-ES 2022,ply,52,1778,FRENTE-ESCALADA,39,3859,Fesc,88,3859,,,3,19348720.0,2,12136778.0,2023-01-26,2024-12-19,2023-01-29,2024-12-20,2024-12-22,manutencao-inspecao-submarina,26,29290,frente-escalada-fesc,RL_6000643400_INSPEÇÃO PIDF-4 (ESC) UEH_P-528-RO-65D-RJS Popa  P-52,manutencao-inspecao-submarina/frente-escalada-fesc/empresa-ply/2023/MEDICAO-01/RL_6000643400_INSPEÇÃO PIDF-4 (ESC) UEH_P-528-RO-65D-RJS Popa  P-52/
55998,6000610331,34799,1,ANC,4,4367,Inspecao de linhas de ancoragem AS laid / FPSO almirante barroso,2021-08-06,Inspeção de linhas de ancoragem,BUZIOS/PRODUÇÃO - SE,59,4755,1057,FPSO ALMIRANTE BARROSO,711,156,1900,FPSO almirante barroso,1O oleo BUZIOS-V - FPSO almirante barroso - (7-BUZ-33-RJS),DOF,5,8910,AHTS,9,3727,Skandi Rio,85,341,SRbuz23-035,,196,96194419062.0,0,0.0,2023-03-20,2023-03-20,2023-03-26,2023-03-26,,sistemas-ancoragem,16,4859,recursos-embarcacoes,OS006000610331,sistemas-ancoragem/recursos-embarcacoes/empresa-dof/embarcacao-ahts-skandi-rio/2023/FPSO ALMIRANTE BARROSO/INSPECAO-DE-LINHA-ANCORAGEM_ESCOPO-PROFUNDO_LINHA#01/OS006000610331/
64266,6000666005,31639,1,GDS,24,2684,Levantamento geodesico coleta de dados cats 9-SRR-5-RJS P-68,2023-01-05,Levantamento geodésico,UN-BS -  EDISA II Sa,58,9299,1004,9-SRR-5-RJS,1411,2,2185,9-SRR-5-RJS,9-SRR-5-RJS,Sapura,6,1676,PLSV,35,3305,Sapura Jade,92,295,SJSRR23-032,,295,91976217382.0,0,0.0,2023-06-19,2023-06-22,2023-06-25,2023-06-25,,interligacao-submarina,30,3909,recursos-embarcacoes,006000666005-P-68-9-SRR-5-RJS,interligacao-submarina/recursos-embarcacoes/empresa-sapura/plsv-sapura-jade/006000666005-P-68-9-SRR-5-RJS/
53038,6000623325,35762,1,MER,10,7445,Inspecao de classe - final de ciclo MPE anel transversal proa BB / P-75,2021-12-17,Inspeção de classe - final de ciclo,BUZIOS/PRODUÇÃO - SE,59,4755,1057,P-75,215,642,2015,P-75,Inspecoes (ICPI) Buzios 2022,C-Innovation,0,8714,RSV,27,25342,Debora Kay,94,676,DEKBUZ23-037,,19,13729741213.0,0,0.0,2023-02-16,2023-02-16,2023-02-19,2023-02-19,,manutencao-inspecao-submarina,26,29290,recursos-embarcacoes,037-OS 006000623325,manutencao-inspecao-submarina/recursos-embarcacoes/empresa-c-innovation/rsv-debora-kay/2023/QUINZENA03-01-02-AO-15-02/037-OS 006000623325/
66820,6000686132,30708,1,EQS,19,6769,Intervencao em equipamentos instalados 7-BR-71HP-RJS P-48,2023-06-30,Intervenção em equipamentos instalados,UN-BC - SEDE  Bacia,56,20428,118,7-BR-71HP-RJS,265,21,946,P-48 equipamentos,P-48 / 2023,joint-venture-technip-fmc-dof,41,1672,PLSV,35,3305,Skandi Recife,118,385,REBR23-085,,78,6565929686.0,0,0.0,2023-07-19,2023-10-19,2023-07-23,2023-10-22,,interligacao-submarina,30,3909,recursos-embarcacoes,OS006000686132-REBR23-085,interligacao-submarina/recursos-embarcacoes/empresa-joint-venture-technip-fmc-dof/plsv-skandi-recife/2023/QUINZENA13-01-07-AO-01-07/OS006000686132-REBR23-085/
75599,6000687910,28171,2,EQS,19,6769,Conexao de jumper - HFL (TMT-P10) locacao TMT-P10 FPSO Cidade de Campos dos Goytacazes,2023-07-17,Conexão de jumper - HFL,UN-BC - SEDE  Bacia,56,20428,1074,LOCACAO TMT-P10,1891,3,908,Locacao TMT-P10 / projeto BC-0175,Locacao TMT-P10 / projeto BC-0175,C-Innovation,0,8714,RSV,27,25342,Eland,81,1425,ELTVD23-256,,85,144841079730.0,0,0.0,2023-10-11,2023-10-20,2023-10-15,2023-10-22,,iesub-rsv,31,4310,recursos-embarcacoes,OS006000687910-ELTVD23-256,iesub-rsv/recursos-embarcacoes/empresa-c-innovation/rsv-eland/2023/CONEXAO-DE-JUMPER-HFL/OS006000687910-ELTVD23-256/
97046,6000723263,12759,6,LBR,38,349,Comissionamento de poco (LB3.P2) 3-RJS-742A FPSO marechal duque de caxias,2024-05-28,Comissionamento de poço,2908,60,1305,1132,3-RJS-742A,479,36,2033,3-RJS-742A,3-RJS-742A,C-Innovation,0,8714,RSV,27,25342,Bongo,93,638,BGMRO25-004,,93,86361330076.0,0,0.0,2025-01-14,2025-01-16,2025-01-15,2025-01-17,,iesub-rsv,31,4310,recursos-embarcacoes,OS006000723263-BGMRO25-004,iesub-rsv/recursos-embarcacoes/empresa-c-innovation/rsv-bongo/2025/COMISSIONAMENTO-DE-POCO/OS006000723263-BGMRO25-004/
85095,6000700060,23193,1,EQS,19,6769,Insp. prog. - sist. ANM [PI-ANM] 1-RJS-297 / P-31,2023-11-09,Insp. prog. - sist. ANM,UN-ES - SEDE  Espíri,57,10101,17,P-31,236,624,320,P-31 - icpi equipamento,P-31/2024,DOF,5,8910,RSV,27,25342,Skandi Carla,77,2213,SKCAB24-149,,612,23786367373.0,0,0.0,2024-03-28,2024-03-28,2024-03-31,2024-03-31,,manutencao-inspecao-submarina,26,29290,recursos-embarcacoes,02-OS006000700060-SKCAB24-149,manutencao-inspecao-submarina/recursos-embarcacoes/empresa-dof/rsv-skandi-carla/2024/QUINZENA05-21-03-AO-03-04/02-OS006000700060-SKCAB24-149/
106209,6000766066,7370,1,MIS,7,6571,Desinstalacao de cabeca de tracao limpeza POR N2 lift FLPO(LADO UEP) 7-ESP-15H-RJS NS-52,2025-05-07,Desinstalação de cabeça de tração,UN-BC - SEDE  Bacia,56,20428,384,7-ESP-15H-RJS,611,12,864,7-ESP-15H-RJS,Abandonos 2022,C-Innovation,0,8714,RSV,27,25342,Normand Poseidon,102,533,NPESP25-082,,98,14479944882.0,0,0.0,2025-08-07,2025-08-08,2025-08-08,2025-08-09,,manutencao-inspecao-submarina,26,29290,recursos-embarcacoes,OS006000766066-NPESP25-082,manutencao-inspecao-submarina/recursos-embarcacoes/empresa-c-innovation/rsv-normand-poseidon/2025/QUINZENA16-25-07-AO-07-08/OS006000766066-NPESP25-082/
77014,6000693004,27380,1,MIS,7,6571,Inspecao programada PIDF-1 GL_MSP-MRL-01/7-MRL-069D / P-35,2023-09-06,Inspeção programada PIDF-1,UN-BC - SEDE  Bacia,56,20428,682,P-35,240,445,850,2.3 - inspecao de dutos,P-35 / 2024,OceanPact,32,2862,RSV,27,25342,Parcel das Timbebas,150,547,PDTMRL23-416,,81,33118219819.0,0,0.0,2023-11-09,2023-11-22,2023-11-12,2023-11-26,,manutencao-inspecao-submarina,26,29290,recursos-embarcacoes,OS006000693004-PDTMRL23-416,manutencao-inspecao-submarina/recursos-embarcacoes/empresa-oceanpact/rsv-parcel-das-timbebas/2023/QUINZENA22-02-11-AO-15-11/OS006000693004-PDTMRL23-416/
83861,6000585788,23943,2,GDS,24,2684,Levantamento geodesico cadastral e PIDF-5 UEH MSIAG-02 (BHGE-08) P-77 P-77,2020-11-24,Levantamento geodésico cadastral e PIDF-5,BUZIOS/PRODUÇÃO - SE,59,4755,1057,MSIAG-02 (BHGE-08) P-77,1752,9,1985,MSIAG-02 (GE-08) P-77,BUZ-4.MSIAG-2 (GE-08) - DP-11-0039,,,0,RSV,27,25342,Skandi Chieftain,106,799,CHIbuz23-053,,545,162533869690.0,0,0.0,2024-03-08,2024-03-08,2024-03-10,2024-03-10,,geodesia-oceanografia,34,3003,recursos-embarcacoes,CHIbuz23-053_6000585788,geodesia-oceanografia/recursos-embarcacoes/embarcacao-rsv-skandi-chieftain/2023/CHIbuz23-053_6000585788/
99251,6000726847,12740,1,EQS,19,6769,Inspecao diferenciada - BAP [TFMC] 3-NA-3D-RJS 29/01/2025 / PNA-1,2024-07-02,Inspeção diferenciada - BAP,UN-BC - SEDE  Bacia,56,20428,734,PNA-1,259,316,145,2.1 inspecao de equipamentos submarinos,PNA-1 / 2024,Oceaneering,3,1695,AHTS,9,3727,Normand Sagaris,157,299,,,129,29568275467.0,0,0.0,2025-03-08,2025-03-08,2025-03-09,2025-03-09,,sistemas-ancoragem,16,4859,recursos-embarcacoes,OS006000726847,sistemas-ancoragem/recursos-embarcacoes/empresa-oceaneering/embarcacao-ahts-normand-sagaris/2025/PNA-1/INSPEÇÃO DIFERENCIADA - BAP [TFMC] 3-NA-3D-RJS 29012025  PNA-1/OS006000726847/
84623,6000713703,23543,1,EQS,19,6769,Inspecao diferenciada - visual [PI-ANM-MV] 3-AB-125-RJS / P-31,2024-03-07,Inspeção diferenciada - visual,UN-ES - SEDE  Espíri,57,10101,17,P-31,236,624,320,P-31 - icpi equipamento,P-31/2024,Fugro,25,2680,RSV,27,25342,Up Coral,167,373,UCAB24-081,,84,27229209592.0,3,9813641.0,2024-03-20,2024-03-23,2024-03-24,2024-03-24,2024-03-24,iesub-rsv,31,4310,recursos-embarcacoes,OS006000713703-UCAB24-081,iesub-rsv/recursos-embarcacoes/empresa-fugro/rsv-up-coral/2024/INSPECAO-DIFERENCIADA-VISUAL/OS006000713703-UCAB24-081/
106610,6000776882,7030,1,ANC,4,4367,Instalacao de peso morto PO para lazy wave (2) 7-BUZ-10-RJS P-75,2025-07-23,Instalação de peso morto,BUZIOS/PRODUÇÃO - SE,59,4755,1057,7-BUZ-10-RJS,447,182,2029,Po 7-BUZ-10-RJS SCC-CO2 sub. Nova linha,7-BUZ-10-RJS SCC-CO2,DOF,5,8910,AHTS,9,3727,Skandi Urca,130,413,SUbuz25-074,,44,21968781480.0,0,0.0,2025-08-18,2025-08-18,2025-08-19,2025-08-19,,sistemas-ancoragem,16,4859,recursos-embarcacoes,006000776882,sistemas-ancoragem/recursos-embarcacoes/empresa-dof/embarcacao-ahts-skandi-urca/2025/BUZIOS/P-75/006000776882/
67803,6000678745,30439,1,MIS,7,6571,"Inspecao diferenciada PIDF-8 O_PCH-2/PCH-1-1 10"" face Norte / PCH-2",2023-05-03,Inspeção diferenciada PIDF-8,UN-BC - SEDE  Bacia,56,20428,279,PCH-2,494,155,142,Icpi dutos,PCH-2 / 2023,C-Innovation,0,8714,RSV,27,25342,Bram Bravo,95,851,BBCH23-120,,51,81189487170.0,0,0.0,2023-07-23,2023-08-01,2023-07-30,2023-08-06,,manutencao-inspecao-submarina,26,29290,recursos-embarcacoes,OS006000678745-BBCH23-120,manutencao-inspecao-submarina/recursos-embarcacoes/empresa-c-innovation/rsv-bram-bravo/2023/QUINZENA37-11-07-AO-25-07/OS006000678745-BBCH23-120/
98758,6000729871,13138,3,MIS,7,6571,Ancoragem provisoria - instalacao de lacada de linha PO 7-MRL-173HP-RJS P-18,2024-07-30,Ancoragem provisória - instalação de laçada de linha,UN-BC - SEDE  Bacia,56,20428,682,7-MRL-173HP-RJS,1193,46,871,7-MRL-173HP-RJS PO,7-MRL-173HP-RJS,joint-venture-technip-fmc-dof,41,1672,PLSV,35,3305,Skandi Recife,118,385,REMRL25-016,,1,4080979.0,0,0.0,2025-02-26,2025-02-26,2025-02-27,2025-02-27,,interligacao-submarina,30,3909,recursos-embarcacoes,OS006000729871-REMRL25-016,interligacao-submarina/recursos-embarcacoes/empresa-joint-venture-technip-fmc-dof/plsv-skandi-recife/2025/QUINZENA03-11-02-AO-14-02/OS006000729871-REMRL25-016/
74632,6000694659,28459,1,PSE,46,501,Inspecao em busca de danos ou vazamentos coleta de gas / MIS-MRL-1 .,2023-09-22,Inspeção em busca de danos ou vazamentos,UN-BC - SEDE  Bacia,56,20428,682,.,783,19,0,2023,Emg 2023,OceanPact,32,2862,RSV,27,25342,Parcel das Timbebas,150,547,PDTMRL23-372,,57,52417963401.0,0,0.0,2023-09-26,2023-10-06,2023-10-01,2023-10-08,,manutencao-inspecao-submarina,26,29290,recursos-embarcacoes,OS006000694659-PDTMRL23-372,manutencao-inspecao-submarina/recursos-embarcacoes/empresa-oceanpact/rsv-parcel-das-timbebas/2023/QUINZENA19-21-09-AO-04-10/OS006000694659-PDTMRL23-372/
106232,6000772190,7354,1,GDS,24,2684,Sinalizacao da locacao das novas coordenadas O2P3 O2P3,2025-06-18,Sinalização da locação,UN-BC - SEDE  Bacia,56,20428,683,O2P3,929,4,1048,O2P3,O2P3 (MLL-97),,,0,RSV,27,25342,Skandi Chieftain,106,799,CHImll25-119,,103,7828176860.0,0,0.0,2025-08-08,2025-09-22,2025-08-09,2025-09-23,,geodesia-oceanografia,34,3003,recursos-embarcacoes,119_CHImll25-119_6000772190,geodesia-oceanografia/recursos-embarcacoes/embarcacao-rsv-skandi-chieftain/2025/119_CHImll25-119_6000772190/
87584,6000712963,21431,1,ESC,33,3944,Teste de N2 do trecho emerso (ESC) GL_P-43/BR-049HPA (TEADF) (S-61) / P-43,2024-02-28,Teste de N2 do trecho emerso (ESC),UN-BC - SEDE  Bacia,56,20428,118,P-43,184,861,800,2.3 - inspecao de dutos,P-43 / 2024,ry,14,2038,FRENTE-ESCALADA,39,3859,Fesc,88,3859,,,1,4441186.0,0,0.0,2024-05-26,2024-05-26,2024-06-02,2024-06-02,,manutencao-inspecao-submarina,26,29290,frente-escalada-fesc,2024-05-25-OS6000712963-RL-6000712963-RY-P43-S61-2024,manutencao-inspecao-submarina/frente-escalada-fesc/empresa-ry/2024/MEDICAO-05/2024-05-25-OS6000712963-RL-6000712963-RY-P43-S61-2024/
61264,6000661880,32964,2,DOF,5,4684,Inspecao programada PIDF-1 O_PLEM-FSO/FSME(LINHA #2) / FPSO Cidade de macae,2022-12-02,Inspeção programada PIDF-1,UN-ES - SEDE  Espíri,57,10101,1074,FPSO CIDADE DE MACAE,644,106,0,Icpi dutos,FSME/2023,DOF,5,8910,RSV,27,25342,Sins Skandi Commander,173,246,COMMO23-065,,332,8930450083.0,0,0.0,2023-05-22,2023-05-22,2023-05-28,2023-05-28,,manutencao-inspecao-submarina,26,29290,recursos-embarcacoes,OS006000661880-COMMO23-065,manutencao-inspecao-submarina/recursos-embarcacoes/empresa-dof/rsv-sins-skandi-commander/QUINZENA03-29-03 A 12-04/OS006000661880-COMMO23-065/
98042,6000727894,13653,2,DOF,5,4684,Insp. prog. - sist. ANM 7-AB-42D-RJS/7-AB-44DP-RJS / P-25,2024-07-12,Insp. prog. - sist. ANM,UN-ES - SEDE  Espíri,57,10101,17,P-25,278,932,570,P-25 - icpi equipamento,P-25/2025,DOF,5,8910,DSV,67,778,Skandi Achiever,154,778,SACAB25-073,,1,6805316.0,0,0.0,2025-02-10,2025-02-10,2025-02-11,2025-02-11,,manutencao-inspecao-submarina,26,29290,recursos-embarcacoes,31-OS006000727894-SACAB25-073,manutencao-inspecao-submarina/recursos-embarcacoes/empresa-dof/dsv-skandi-achiever/2025/.sync/Archive/QUINZENA27-22-01-AO-04-02/31-OS006000727894-SACAB25-073/
105379,6000769389,7983,1,OCN,13,1337,Inspecao interm CASCO- GVI - chapeamento popa / P-69,2025-05-27,Inspeção interm CASCO- GVI - chapeamento,UN-BS -  EDISA II Sa,58,9299,120,P-69,239,461,2170,Inspecoes de classe P-69,P-69 / 2025,Oceânica,2,5281,SINS,28,1720,Oceanica Subxviii,75,332,VIIILL25-020,,13,3244800797.0,0,0.0,2025-07-19,2025-07-19,2025-07-20,2025-07-20,,manutencao-inspecao-submarina,26,29290,recursos-embarcacoes,OS6000769389-SUBXVIIILL25-020,manutencao-inspecao-submarina/recursos-embarcacoes/empresa-oceanica/sins-oceanica-subxviii/2025/QUINZENA08-10-07-AO-23-07/OS6000769389-SUBXVIIILL25-020/
